filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
image_76.jpeg,39695,"{}",8,1,"{""name"":""rect"",""x"":116,""y"":6,""width"":74,""height"":96}","{}"
image_76.jpeg,39695,"{}",8,2,"{""name"":""rect"",""x"":1,""y"":221,""width"":69,""height"":123}","{}"
image_76.jpeg,39695,"{}",8,3,"{""name"":""rect"",""x"":81,""y"":223,""width"":74,""height"":121}","{}"
image_76.jpeg,39695,"{}",8,4,"{""name"":""rect"",""x"":171,""y"":226,""width"":79,""height"":114}","{}"
image_76.jpeg,39695,"{}",8,5,"{""name"":""rect"",""x"":259,""y"":224,""width"":83,""height"":113}","{}"
image_76.jpeg,39695,"{}",8,6,"{""name"":""rect"",""x"":117,""y"":503,""width"":76,""height"":103}","{}"
image_76.jpeg,39695,"{}",8,7,"{""name"":""rect"",""x"":57,""y"":506,""width"":61,""height"":101}","{}"
image_75.jpeg,52563,"{}",9,0,"{""name"":""rect"",""x"":103,""y"":145,""width"":24,""height"":33}","{}"
image_75.jpeg,52563,"{}",9,1,"{""name"":""rect"",""x"":129,""y"":145,""width"":22,""height"":31}","{}"
image_75.jpeg,52563,"{}",9,2,"{""name"":""rect"",""x"":225,""y"":211,""width"":30,""height"":48}","{}"
image_75.jpeg,52563,"{}",9,3,"{""name"":""rect"",""x"":259,""y"":212,""width"":31,""height"":48}","{}"
image_75.jpeg,52563,"{}",9,4,"{""name"":""rect"",""x"":294,""y"":212,""width"":31,""height"":49}","{}"
image_75.jpeg,52563,"{}",9,5,"{""name"":""rect"",""x"":152,""y"":228,""width"":40,""height"":51}","{}"
image_75.jpeg,52563,"{}",9,6,"{""name"":""rect"",""x"":192,""y"":230,""width"":31,""height"":49}","{}"
image_75.jpeg,52563,"{}",9,7,"{""name"":""rect"",""x"":62,""y"":309,""width"":21,""height"":33}","{}"
image_75.jpeg,52563,"{}",9,8,"{""name"":""rect"",""x"":83,""y"":311,""width"":22,""height"":31}","{}"
image_74.jpeg,51115,"{}",29,0,"{""name"":""rect"",""x"":210,""y"":186,""width"":42,""height"":59}","{}"
image_74.jpeg,51115,"{}",29,1,"{""name"":""rect"",""x"":258,""y"":187,""width"":36,""height"":59}","{}"
image_74.jpeg,51115,"{}",29,2,"{""name"":""rect"",""x"":301,""y"":185,""width"":40,""height"":62}","{}"
image_74.jpeg,51115,"{}",29,3,"{""name"":""rect"",""x"":346,""y"":188,""width"":38,""height"":56}","{}"
image_74.jpeg,51115,"{}",29,4,"{""name"":""rect"",""x"":390,""y"":186,""width"":38,""height"":59}","{}"
image_74.jpeg,51115,"{}",29,5,"{""name"":""rect"",""x"":390,""y"":252,""width"":37,""height"":58}","{}"
image_74.jpeg,51115,"{}",29,6,"{""name"":""rect"",""x"":345,""y"":251,""width"":38,""height"":59}","{}"
image_74.jpeg,51115,"{}",29,7,"{""name"":""rect"",""x"":299,""y"":254,""width"":39,""height"":56}","{}"
image_74.jpeg,51115,"{}",29,8,"{""name"":""rect"",""x"":257,""y"":253,""width"":37,""height"":57}","{}"
image_74.jpeg,51115,"{}",29,9,"{""name"":""rect"",""x"":210,""y"":251,""width"":40,""height"":59}","{}"
image_74.jpeg,51115,"{}",29,10,"{""name"":""rect"",""x"":210,""y"":315,""width"":44,""height"":62}","{}"
image_74.jpeg,51115,"{}",29,11,"{""name"":""rect"",""x"":256,""y"":315,""width"":37,""height"":61}","{}"
image_74.jpeg,51115,"{}",29,12,"{""name"":""rect"",""x"":299,""y"":318,""width"":39,""height"":57}","{}"
image_74.jpeg,51115,"{}",29,13,"{""name"":""rect"",""x"":344,""y"":316,""width"":40,""height"":60}","{}"
image_74.jpeg,51115,"{}",29,14,"{""name"":""rect"",""x"":388,""y"":316,""width"":39,""height"":58}","{}"
image_74.jpeg,51115,"{}",29,15,"{""name"":""rect"",""x"":386,""y"":382,""width"":43,""height"":60}","{}"
image_74.jpeg,51115,"{}",29,16,"{""name"":""rect"",""x"":342,""y"":383,""width"":43,""height"":60}","{}"
image_74.jpeg,51115,"{}",29,17,"{""name"":""rect"",""x"":301,""y"":385,""width"":41,""height"":57}","{}"
image_74.jpeg,51115,"{}",29,18,"{""name"":""rect"",""x"":258,""y"":383,""width"":39,""height"":60}","{}"
image_74.jpeg,51115,"{}",29,19,"{""name"":""rect"",""x"":209,""y"":383,""width"":43,""height"":60}","{}"
image_74.jpeg,51115,"{}",29,20,"{""name"":""rect"",""x"":208,""y"":450,""width"":43,""height"":61}","{}"
image_74.jpeg,51115,"{}",29,21,"{""name"":""rect"",""x"":255,""y"":449,""width"":39,""height"":60}","{}"
image_74.jpeg,51115,"{}",29,22,"{""name"":""rect"",""x"":302,""y"":449,""width"":36,""height"":59}","{}"
image_74.jpeg,51115,"{}",29,23,"{""name"":""rect"",""x"":344,""y"":450,""width"":39,""height"":57}","{}"
image_74.jpeg,51115,"{}",29,24,"{""name"":""rect"",""x"":390,""y"":448,""width"":39,""height"":62}","{}"
image_74.jpeg,51115,"{}",29,25,"{""name"":""rect"",""x"":499,""y"":199,""width"":38,""height"":70}","{}"
image_74.jpeg,51115,"{}",29,26,"{""name"":""rect"",""x"":461,""y"":207,""width"":38,""height"":60}","{}"
image_74.jpeg,51115,"{}",29,27,"{""name"":""rect"",""x"":96,""y"":204,""width"":37,""height"":61}","{}"
image_74.jpeg,51115,"{}",29,28,"{""name"":""rect"",""x"":135,""y"":203,""width"":37,""height"":68}","{}"
image_73.jpeg,35080,"{}",7,0,"{""name"":""rect"",""x"":109,""y"":196,""width"":88,""height"":86}","{}"
image_73.jpeg,35080,"{}",7,1,"{""name"":""rect"",""x"":198,""y"":195,""width"":81,""height"":90}","{}"
image_73.jpeg,35080,"{}",7,2,"{""name"":""rect"",""x"":278,""y"":197,""width"":81,""height"":82}","{}"
image_73.jpeg,35080,"{}",7,3,"{""name"":""rect"",""x"":364,""y"":199,""width"":78,""height"":78}","{}"
image_73.jpeg,35080,"{}",7,4,"{""name"":""rect"",""x"":449,""y"":195,""width"":81,""height"":84}","{}"
image_73.jpeg,35080,"{}",7,5,"{""name"":""rect"",""x"":180,""y"":429,""width"":53,""height"":59}","{}"
image_73.jpeg,35080,"{}",7,6,"{""name"":""rect"",""x"":237,""y"":432,""width"":53,""height"":53}","{}"
image_72.jpeg,65062,"{}",9,0,"{""name"":""rect"",""x"":56,""y"":61,""width"":41,""height"":77}","{}"
image_72.jpeg,65062,"{}",9,1,"{""name"":""rect"",""x"":98,""y"":62,""width"":52,""height"":72}","{}"
image_72.jpeg,65062,"{}",9,2,"{""name"":""rect"",""x"":486,""y"":96,""width"":42,""height"":71}","{}"
image_72.jpeg,65062,"{}",9,3,"{""name"":""rect"",""x"":528,""y"":94,""width"":52,""height"":73}","{}"
image_72.jpeg,65062,"{}",9,4,"{""name"":""rect"",""x"":420,""y"":192,""width"":61,""height"":93}","{}"
image_72.jpeg,65062,"{}",9,5,"{""name"":""rect"",""x"":349,""y"":227,""width"":68,""height"":90}","{}"
image_72.jpeg,65062,"{}",9,6,"{""name"":""rect"",""x"":286,""y"":233,""width"":62,""height"":86}","{}"
image_72.jpeg,65062,"{}",9,7,"{""name"":""rect"",""x"":218,""y"":195,""width"":66,""height"":87}","{}"
image_72.jpeg,65062,"{}",9,8,"{""name"":""rect"",""x"":154,""y"":194,""width"":63,""height"":88}","{}"
image_71.jpeg,41174,"{}",4,0,"{""name"":""rect"",""x"":104,""y"":221,""width"":69,""height"":97}","{}"
image_71.jpeg,41174,"{}",4,1,"{""name"":""rect"",""x"":179,""y"":223,""width"":64,""height"":94}","{}"
image_71.jpeg,41174,"{}",4,2,"{""name"":""rect"",""x"":249,""y"":220,""width"":67,""height"":93}","{}"
image_71.jpeg,41174,"{}",4,3,"{""name"":""rect"",""x"":320,""y"":220,""width"":68,""height"":100}","{}"
image_70.jpeg,76524,"{}",11,0,"{""name"":""rect"",""x"":131,""y"":61,""width"":27,""height"":41}","{}"
image_70.jpeg,76524,"{}",11,1,"{""name"":""rect"",""x"":161,""y"":61,""width"":32,""height"":41}","{}"
image_70.jpeg,76524,"{}",11,2,"{""name"":""rect"",""x"":451,""y"":58,""width"":31,""height"":46}","{}"
image_70.jpeg,76524,"{}",11,3,"{""name"":""rect"",""x"":485,""y"":59,""width"":27,""height"":42}","{}"
image_70.jpeg,76524,"{}",11,4,"{""name"":""rect"",""x"":509,""y"":278,""width"":31,""height"":46}","{}"
image_70.jpeg,76524,"{}",11,5,"{""name"":""rect"",""x"":541,""y"":279,""width"":28,""height"":42}","{}"
image_70.jpeg,76524,"{}",11,6,"{""name"":""rect"",""x"":71,""y"":280,""width"":28,""height"":43}","{}"
image_70.jpeg,76524,"{}",11,7,"{""name"":""rect"",""x"":101,""y"":280,""width"":30,""height"":42}","{}"
image_70.jpeg,76524,"{}",11,8,"{""name"":""rect"",""x"":202,""y"":166,""width"":45,""height"":68}","{}"
image_70.jpeg,76524,"{}",11,9,"{""name"":""rect"",""x"":248,""y"":166,""width"":45,""height"":68}","{}"
image_70.jpeg,76524,"{}",11,10,"{""name"":""rect"",""x"":297,""y"":166,""width"":45,""height"":65}","{}"
image_69.jpeg,35805,"{}",0,0,"{}","{}"
image_68.jpeg,32916,"{}",9,0,"{""name"":""rect"",""x"":149,""y"":237,""width"":67,""height"":89}","{}"
image_68.jpeg,32916,"{}",9,1,"{""name"":""rect"",""x"":220,""y"":237,""width"":61,""height"":93}","{}"
image_68.jpeg,32916,"{}",9,2,"{""name"":""rect"",""x"":292,""y"":238,""width"":66,""height"":89}","{}"
image_68.jpeg,32916,"{}",9,3,"{""name"":""rect"",""x"":361,""y"":237,""width"":68,""height"":88}","{}"
image_68.jpeg,32916,"{}",9,4,"{""name"":""rect"",""x"":433,""y"":236,""width"":64,""height"":87}","{}"
image_68.jpeg,32916,"{}",9,5,"{""name"":""rect"",""x"":333,""y"":412,""width"":26,""height"":94}","{}"
image_68.jpeg,32916,"{}",9,6,"{""name"":""rect"",""x"":361,""y"":412,""width"":24,""height"":95}","{}"
image_68.jpeg,32916,"{}",9,7,"{""name"":""rect"",""x"":385,""y"":413,""width"":25,""height"":94}","{}"
image_68.jpeg,32916,"{}",9,8,"{""name"":""rect"",""x"":412,""y"":416,""width"":63,""height"":91}","{}"
image_67.jpeg,46633,"{}",4,0,"{""name"":""rect"",""x"":258,""y"":166,""width"":61,""height"":98}","{}"
image_67.jpeg,46633,"{}",4,1,"{""name"":""rect"",""x"":325,""y"":170,""width"":60,""height"":87}","{}"
image_67.jpeg,46633,"{}",4,2,"{""name"":""rect"",""x"":394,""y"":168,""width"":56,""height"":93}","{}"
image_67.jpeg,46633,"{}",4,3,"{""name"":""rect"",""x"":460,""y"":167,""width"":58,""height"":95}","{}"
image_66.jpeg,47449,"{}",5,0,"{""name"":""rect"",""x"":133,""y"":175,""width"":61,""height"":83}","{}"
image_66.jpeg,47449,"{}",5,1,"{""name"":""rect"",""x"":197,""y"":175,""width"":60,""height"":86}","{}"
image_66.jpeg,47449,"{}",5,2,"{""name"":""rect"",""x"":258,""y"":172,""width"":60,""height"":83}","{}"
image_66.jpeg,47449,"{}",5,3,"{""name"":""rect"",""x"":298,""y"":412,""width"":64,""height"":86}","{}"
image_66.jpeg,47449,"{}",5,4,"{""name"":""rect"",""x"":367,""y"":415,""width"":57,""height"":82}","{}"
image_65.jpeg,33128,"{}",0,0,"{}","{}"
image_64.jpeg,36862,"{}",2,0,"{""name"":""rect"",""x"":448,""y"":428,""width"":78,""height"":41}","{}"
image_64.jpeg,36862,"{}",2,1,"{""name"":""rect"",""x"":529,""y"":429,""width"":76,""height"":41}","{}"
image_63.jpeg,35370,"{}",0,0,"{}","{}"
image_62.jpeg,47043,"{}",7,0,"{""name"":""rect"",""x"":100,""y"":59,""width"":82,""height"":120}","{}"
image_62.jpeg,47043,"{}",7,1,"{""name"":""rect"",""x"":193,""y"":60,""width"":77,""height"":118}","{}"
image_62.jpeg,47043,"{}",7,2,"{""name"":""rect"",""x"":279,""y"":55,""width"":80,""height"":123}","{}"
image_62.jpeg,47043,"{}",7,3,"{""name"":""rect"",""x"":366,""y"":60,""width"":81,""height"":117}","{}"
image_62.jpeg,47043,"{}",7,4,"{""name"":""rect"",""x"":455,""y"":59,""width"":80,""height"":120}","{}"
image_62.jpeg,47043,"{}",7,5,"{""name"":""rect"",""x"":383,""y"":502,""width"":24,""height"":37}","{}"
image_62.jpeg,47043,"{}",7,6,"{""name"":""rect"",""x"":409,""y"":502,""width"":26,""height"":35}","{}"
image_61.jpeg,46930,"{}",4,0,"{""name"":""rect"",""x"":242,""y"":208,""width"":66,""height"":104}","{}"
image_61.jpeg,46930,"{}",4,1,"{""name"":""rect"",""x"":310,""y"":209,""width"":70,""height"":105}","{}"
image_61.jpeg,46930,"{}",4,2,"{""name"":""rect"",""x"":380,""y"":210,""width"":64,""height"":100}","{}"
image_61.jpeg,46930,"{}",4,3,"{""name"":""rect"",""x"":552,""y"":352,""width"":66,""height"":36}","{}"
image_60.jpeg,51522,"{}",0,0,"{}","{}"
image_59.jpeg,40480,"{}",0,0,"{}","{}"
image_58.jpeg,46990,"{}",0,0,"{}","{}"
image_57.jpeg,42943,"{}",2,0,"{""name"":""rect"",""x"":264,""y"":350,""width"":46,""height"":56}","{}"
image_57.jpeg,42943,"{}",2,1,"{""name"":""rect"",""x"":311,""y"":349,""width"":59,""height"":55}","{}"
image_56.jpeg,46611,"{}",5,0,"{""name"":""rect"",""x"":292,""y"":229,""width"":43,""height"":54}","{}"
image_56.jpeg,46611,"{}",5,1,"{""name"":""rect"",""x"":338,""y"":228,""width"":39,""height"":58}","{}"
image_56.jpeg,46611,"{}",5,2,"{""name"":""rect"",""x"":384,""y"":227,""width"":35,""height"":57}","{}"
image_56.jpeg,46611,"{}",5,3,"{""name"":""rect"",""x"":372,""y"":343,""width"":21,""height"":33}","{}"
image_56.jpeg,46611,"{}",5,4,"{""name"":""rect"",""x"":393,""y"":344,""width"":36,""height"":37}","{}"
image_55.jpeg,46684,"{}",0,0,"{}","{}"
image_54.jpeg,65735,"{}",6,0,"{""name"":""rect"",""x"":82,""y"":242,""width"":83,""height"":79}","{}"
image_54.jpeg,65735,"{}",6,1,"{""name"":""rect"",""x"":177,""y"":242,""width"":88,""height"":81}","{}"
image_54.jpeg,65735,"{}",6,2,"{""name"":""rect"",""x"":278,""y"":242,""width"":83,""height"":79}","{}"
image_54.jpeg,65735,"{}",6,3,"{""name"":""rect"",""x"":373,""y"":241,""width"":81,""height"":75}","{}"
image_54.jpeg,65735,"{}",6,4,"{""name"":""rect"",""x"":471,""y"":239,""width"":75,""height"":74}","{}"
image_54.jpeg,65735,"{}",6,5,"{""name"":""rect"",""x"":526,""y"":26,""width"":87,""height"":113}","{}"
image_53.jpeg,28062,"{}",2,0,"{""name"":""rect"",""x"":331,""y"":409,""width"":55,""height"":67}","{}"
image_53.jpeg,28062,"{}",2,1,"{""name"":""rect"",""x"":388,""y"":411,""width"":64,""height"":67}","{}"
image_52.jpeg,38788,"{}",0,0,"{}","{}"
image_51.jpeg,51864,"{}",6,0,"{""name"":""rect"",""x"":286,""y"":485,""width"":30,""height"":44}","{}"
image_51.jpeg,51864,"{}",6,1,"{""name"":""rect"",""x"":317,""y"":486,""width"":29,""height"":40}","{}"
image_51.jpeg,51864,"{}",6,2,"{""name"":""rect"",""x"":27,""y"":404,""width"":29,""height"":44}","{}"
image_51.jpeg,51864,"{}",6,3,"{""name"":""rect"",""x"":59,""y"":405,""width"":26,""height"":37}","{}"
image_51.jpeg,51864,"{}",6,4,"{""name"":""rect"",""x"":11,""y"":94,""width"":29,""height"":41}","{}"
image_51.jpeg,51864,"{}",6,5,"{""name"":""rect"",""x"":43,""y"":95,""width"":24,""height"":42}","{}"
image_50.jpeg,25971,"{}",0,0,"{}","{}"
image_49.jpeg,47573,"{}",5,0,"{""name"":""rect"",""x"":84,""y"":243,""width"":78,""height"":103}","{}"
image_49.jpeg,47573,"{}",5,1,"{""name"":""rect"",""x"":167,""y"":246,""width"":72,""height"":98}","{}"
image_49.jpeg,47573,"{}",5,2,"{""name"":""rect"",""x"":248,""y"":245,""width"":72,""height"":103}","{}"
image_49.jpeg,47573,"{}",5,3,"{""name"":""rect"",""x"":316,""y"":414,""width"":30,""height"":102}","{}"
image_49.jpeg,47573,"{}",5,4,"{""name"":""rect"",""x"":350,""y"":424,""width"":66,""height"":98}","{}"
image_48.jpeg,55999,"{}",0,0,"{}","{}"
image_47.jpeg,46990,"{}",0,0,"{}","{}"
image_46.jpeg,51864,"{}",6,0,"{""name"":""rect"",""x"":287,""y"":482,""width"":29,""height"":46}","{}"
image_46.jpeg,51864,"{}",6,1,"{""name"":""rect"",""x"":320,""y"":483,""width"":27,""height"":46}","{}"
image_46.jpeg,51864,"{}",6,2,"{""name"":""rect"",""x"":30,""y"":405,""width"":26,""height"":40}","{}"
image_46.jpeg,51864,"{}",6,3,"{""name"":""rect"",""x"":57,""y"":406,""width"":28,""height"":38}","{}"
image_46.jpeg,51864,"{}",6,4,"{""name"":""rect"",""x"":13,""y"":94,""width"":27,""height"":40}","{}"
image_46.jpeg,51864,"{}",6,5,"{""name"":""rect"",""x"":42,""y"":95,""width"":28,""height"":40}","{}"
image_45.jpeg,43826,"{}",0,0,"{}","{}"
image_44.jpeg,35883,"{}",0,0,"{}","{}"
image_43.jpeg,64870,"{}",7,0,"{""name"":""rect"",""x"":104,""y"":226,""width"":78,""height"":109}","{}"
image_43.jpeg,64870,"{}",7,1,"{""name"":""rect"",""x"":190,""y"":220,""width"":74,""height"":115}","{}"
image_43.jpeg,64870,"{}",7,2,"{""name"":""rect"",""x"":267,""y"":240,""width"":81,""height"":108}","{}"
image_43.jpeg,64870,"{}",7,3,"{""name"":""rect"",""x"":349,""y"":227,""width"":79,""height"":107}","{}"
image_43.jpeg,64870,"{}",7,4,"{""name"":""rect"",""x"":431,""y"":238,""width"":76,""height"":108}","{}"
image_43.jpeg,64870,"{}",7,5,"{""name"":""rect"",""x"":284,""y"":432,""width"":78,""height"":73}","{}"
image_43.jpeg,64870,"{}",7,6,"{""name"":""rect"",""x"":255,""y"":432,""width"":30,""height"":75}","{}"
image_42.jpeg,38788,"{}",0,0,"{}","{}"
image_41.jpeg,57556,"{}",0,0,"{}","{}"
image_40.jpeg,37394,"{}",0,0,"{}","{}"
image_39.jpeg,47449,"{}",5,0,"{""name"":""rect"",""x"":132,""y"":174,""width"":63,""height"":85}","{}"
image_39.jpeg,47449,"{}",5,1,"{""name"":""rect"",""x"":194,""y"":175,""width"":63,""height"":80}","{}"
image_39.jpeg,47449,"{}",5,2,"{""name"":""rect"",""x"":260,""y"":174,""width"":61,""height"":85}","{}"
image_39.jpeg,47449,"{}",5,3,"{""name"":""rect"",""x"":300,""y"":416,""width"":60,""height"":82}","{}"
image_39.jpeg,47449,"{}",5,4,"{""name"":""rect"",""x"":367,""y"":417,""width"":58,""height"":81}","{}"
image_38.jpeg,63319,"{}",0,0,"{}","{}"
image_37.jpeg,55320,"{}",0,0,"{}","{}"
image_36.jpeg,39093,"{}",0,0,"{}","{}"
image_35.jpeg,49999,"{}",0,0,"{}","{}"
image_34.jpeg,50760,"{}",0,0,"{}","{}"
image_33.jpeg,50072,"{}",0,0,"{}","{}"
image_32.jpeg,38001,"{}",4,0,"{""name"":""rect"",""x"":82,""y"":173,""width"":85,""height"":118}","{}"
image_32.jpeg,38001,"{}",4,1,"{""name"":""rect"",""x"":185,""y"":178,""width"":79,""height"":116}","{}"
image_32.jpeg,38001,"{}",4,2,"{""name"":""rect"",""x"":281,""y"":176,""width"":79,""height"":117}","{}"
image_32.jpeg,38001,"{}",4,3,"{""name"":""rect"",""x"":375,""y"":175,""width"":82,""height"":115}","{}"
image_31.jpeg,46537,"{}",7,0,"{""name"":""rect"",""x"":64,""y"":44,""width"":98,""height"":135}","{}"
image_31.jpeg,46537,"{}",7,1,"{""name"":""rect"",""x"":168,""y"":46,""width"":95,""height"":135}","{}"
image_31.jpeg,46537,"{}",7,2,"{""name"":""rect"",""x"":274,""y"":46,""width"":94,""height"":134}","{}"
image_31.jpeg,46537,"{}",7,3,"{""name"":""rect"",""x"":376,""y"":42,""width"":95,""height"":137}","{}"
image_31.jpeg,46537,"{}",7,4,"{""name"":""rect"",""x"":478,""y"":44,""width"":99,""height"":137}","{}"
image_31.jpeg,46537,"{}",7,5,"{""name"":""rect"",""x"":242,""y"":339,""width"":65,""height"":115}","{}"
image_31.jpeg,46537,"{}",7,6,"{""name"":""rect"",""x"":309,""y"":336,""width"":84,""height"":121}","{}"
image_30.jpeg,42672,"{}",0,0,"{}","{}"
image_29.jpeg,46392,"{}",3,0,"{""name"":""rect"",""x"":310,""y"":262,""width"":85,""height"":136}","{}"
image_29.jpeg,46392,"{}",3,1,"{""name"":""rect"",""x"":392,""y"":244,""width"":72,""height"":146}","{}"
image_29.jpeg,46392,"{}",3,2,"{""name"":""rect"",""x"":474,""y"":241,""width"":98,""height"":157}","{}"
image_28.jpeg,67634,"{}",0,0,"{}","{}"
image_27.jpeg,51684,"{}",0,0,"{}","{}"
image_26.jpeg,43393,"{}",5,0,"{""name"":""rect"",""x"":84,""y"":133,""width"":83,""height"":118}","{}"
